name,pos,cap_hit,cap_percent,season,team
Russell Wilson,QB,23786666,13.38,2018,Seattle Seahawks
Russell Wilson,QB,18542000,12,2016,Seattle Seahawks
Bobby Wagner,ILB,15850000,8.05,2019,Seattle Seahawks
Richard Sherman,CB,14769000,9.56,2016,Seattle Seahawks
Bobby Wagner,ILB,14750000,7.39,2020,Seattle Seahawks
Russell Wilson,QB,14626666,8.65,2017,Seattle Seahawks
Bobby Wagner,ILB,13600000,7.65,2018,Seattle Seahawks
Duane Brown,LT,12562500,6.29,2020,Seattle Seahawks
Tyler Lockett,WR,12450000,6.24,2020,Seattle Seahawks
Richard Sherman,CB,12200000,8.23,2015,Seattle Seahawks
Doug Baldwin,WR,11800000,6.64,2018,Seattle Seahawks
Russell Okung,LT,11240000,8.27,2014,Seattle Seahawks
Michael Bennett,DE,10768750,6.37,2017,Seattle Seahawks
Duane Brown,LT,10725000,5.45,2019,Seattle Seahawks
Earl Thomas,FS,10400000,6.15,2017,Seattle Seahawks
K.J. Wright,OLB,10000000,5.01,2020,Seattle Seahawks
Jimmy Graham,TE,10000000,5.91,2017,Seattle Seahawks
Cliff Avril,DE,9750000,7.18,2014,Seattle Seahawks
Jarran Reed,DT,9350000,4.68,2020,Seattle Seahawks
Jimmy Graham,TE,9000000,5.82,2016,Seattle Seahawks
Marshawn Lynch,RB,8500000,5.73,2015,Seattle Seahawks
Duane Brown,LT,8250000,4.64,2018,Seattle Seahawks
K.J. Wright,OLB,8200000,4.61,2018,Seattle Seahawks
Sheldon Richardson,DT,8069000,4.77,2017,Seattle Seahawks
Ezekiel Ansah,DE,8062500,4.1,2019,Seattle Seahawks
Michael Bennett,DE,8050000,5.21,2016,Seattle Seahawks
Michael Bennett,DE,8000000,5.4,2015,Seattle Seahawks
Jadeveon Clowney,DE,8000000,4.07,2019,Seattle Seahawks
Cliff Avril,DE,8000000,5.4,2015,Seattle Seahawks
Doug Baldwin,WR,8000000,5.18,2016,Seattle Seahawks
Marshawn Lynch,RB,8000000,5.89,2014,Seattle Seahawks
Tyler Lockett,WR,7757000,3.94,2019,Seattle Seahawks
Bobby Wagner,ILB,7600000,4.49,2017,Seattle Seahawks
Earl Thomas,FS,7400000,4.99,2015,Seattle Seahawks
Earl Thomas,FS,7373215,5.43,2014,Seattle Seahawks
Russell Okung,LT,7280000,4.91,2015,Seattle Seahawks
Luke Joeckel,G,7250000,4.29,2017,Seattle Seahawks
Russell Wilson,QB,7054868,4.76,2015,Seattle Seahawks
Greg Olsen,TE,6906250,3.46,2020,Seattle Seahawks
K.J. Wright,OLB,6800000,4.02,2017,Seattle Seahawks
Cliff Avril,DE,6500000,4.21,2016,Seattle Seahawks
K.J. Wright,OLB,6250000,4.04,2016,Seattle Seahawks
Justin Britt,C,6166666,3.47,2018,Seattle Seahawks
Max Unger,C,6100000,4.49,2014,Seattle Seahawks
Kam Chancellor,SS,6100000,3.95,2016,Seattle Seahawks
Bobby Wagner,ILB,6068750,3.93,2016,Seattle Seahawks
Kam Chancellor,SS,5825000,4.29,2014,Seattle Seahawks
Brandon Mebane,DT,5700000,3.84,2015,Seattle Seahawks
Brandon Mebane,DT,5700000,4.2,2014,Seattle Seahawks
K.J. Wright,OLB,5500000,2.79,2019,Seattle Seahawks
Carlos Dunlap,DE,5468750,2.74,2020,Seattle Seahawks
Jeremy Lane,CB,5250000,3.1,2017,Seattle Seahawks
Quandre Diggs,FS,5200000,2.6,2020,Seattle Seahawks
Kam Chancellor,SS,5119117,3.45,2015,Seattle Seahawks
Duane Brown,LT,4976470,2.94,2017,Seattle Seahawks
K.J. Wright,OLB,4750000,3.2,2015,Seattle Seahawks
Bradley McDougald,SS,4702083,2.39,2019,Seattle Seahawks
Doug Baldwin,WR,4650000,3.14,2015,Seattle Seahawks
Tyler Lockett,WR,4446688,2.5,2018,Seattle Seahawks
Doug Baldwin,WR,4418750,2.61,2017,Seattle Seahawks
Michael Bennett,DE,4000000,2.94,2014,Seattle Seahawks
Mychal Kendricks,OLB,4000000,2.03,2019,Seattle Seahawks
Richard Sherman,CB,3676606,2.71,2014,Seattle Seahawks
Jason Myers,K,3600000,1.8,2020,Seattle Seahawks
Jamal Adams,SS,3590292,1.8,2020,Seattle Seahawks
Eddie Lacy,RB,3562500,2.11,2017,Seattle Seahawks
Steven Hauschka,K,3525000,2.28,2016,Seattle Seahawks
Brandon Shell,RT,3400000,1.7,2020,Seattle Seahawks
Bradley McDougald,SS,3333333,1.88,2018,Seattle Seahawks
Steven Hauschka,K,3325000,2.24,2015,Seattle Seahawks
Jacob Hollister,TE,3259000,1.63,2020,Seattle Seahawks
Jeremy Lane,CB,3250000,2.1,2016,Seattle Seahawks
George Fant,T,3095000,1.57,2019,Seattle Seahawks
Benson Mayowa,DE,3018750,1.51,2020,Seattle Seahawks
Doug Baldwin,WR,3000000,2.21,2014,Seattle Seahawks
Ahtyba Rubin,DT,3000000,1.94,2016,Seattle Seahawks
Bobby Wagner,ILB,2970663,2,2015,Seattle Seahawks
Rashaad Penny,RB,2936028,1.47,2020,Seattle Seahawks
Justin Coleman,CB,2914000,1.64,2018,Seattle Seahawks
Bruce Irvin,OLB,2895542,1.95,2015,Seattle Seahawks
Carlos Hyde,RB,2750000,1.38,2020,Seattle Seahawks
Mike Iupati,G,2750000,1.4,2019,Seattle Seahawks
Jermaine Kearse,WR,2633333,1.7,2016,Seattle Seahawks
Germain Ifedi,RT,2629808,1.34,2019,Seattle Seahawks
Ahtyba Rubin,DT,2600000,1.75,2015,Seattle Seahawks
Shamar Stephen,DT,2581250,1.45,2018,Seattle Seahawks
K.J. Wright,OLB,2552500,1.88,2014,Seattle Seahawks
Barkevious Mingo,OLB,2550000,1.43,2018,Seattle Seahawks
Mike Iupati,G,2500000,1.25,2020,Seattle Seahawks
Jason Myers,K,2500000,1.27,2019,Seattle Seahawks
Bruce Irvin,OLB,2470897,1.82,2014,Seattle Seahawks
L.J. Collier,DE,2462745,1.23,2020,Seattle Seahawks
James Carpenter,G,2431364,1.79,2014,Seattle Seahawks
Jermaine Kearse,WR,2356000,1.59,2015,Seattle Seahawks
Justin Britt,C,2349933,1.39,2017,Seattle Seahawks
Shaquill Griffin,CB,2322655,1.16,2020,Seattle Seahawks
D.J. Fluker,G,2287500,1.16,2019,Seattle Seahawks
Germain Ifedi,RT,2254119,1.27,2018,Seattle Seahawks
Cedric Ogbuehi,RT,2237500,1.12,2020,Seattle Seahawks
Jordyn Brooks,OLB,2224656,1.11,2020,Seattle Seahawks
Christopher Carson,RB,2149283,1.08,2020,Seattle Seahawks
Tony McDaniel,DT,2125000,1.56,2014,Seattle Seahawks
Neiko Thorpe,CB,2087500,1.17,2018,Seattle Seahawks
Kevin Williams,DT,2078125,1.53,2014,Seattle Seahawks
Quinton Jefferson,DE,2025000,1.03,2019,Seattle Seahawks
Sebastian Janikowski,K,2015000,1.13,2018,Seattle Seahawks
Bradley McDougald,SS,2000000,1.18,2017,Seattle Seahawks
J.R. Sweezy,G,1975000,1.11,2018,Seattle Seahawks
L.J. Collier,DE,1970196,1,2019,Seattle Seahawks
Rashaad Penny,RB,1957352,1.1,2018,Seattle Seahawks
Dion Jordan,DE,1907000,1.07,2018,Seattle Seahawks
Germain Ifedi,RT,1878433,1.11,2017,Seattle Seahawks
Ed Dickson,TE,1866666,1.05,2018,Seattle Seahawks
Luke Willson,TE,1800000,1.06,2017,Seattle Seahawks
Jaron Brown,WR,1775000,1,2018,Seattle Seahawks
Luke Willson,TE,1715633,1.11,2016,Seattle Seahawks
Steven Hauschka,K,1700000,1.25,2014,Seattle Seahawks
Quandre Diggs,SS,1625441,0.83,2019,Seattle Seahawks
Jon Ryan,P,1600000,1.04,2016,Seattle Seahawks
Jon Ryan,P,1600000,0.95,2017,Seattle Seahawks
J.R. Sweezy,G,1556212,1.05,2015,Seattle Seahawks
Michael Wilhoite,ILB,1550000,0.92,2017,Seattle Seahawks
Germain Ifedi,RT,1502746,0.97,2016,Seattle Seahawks
Jaron Brown,WR,1500000,0.76,2019,Seattle Seahawks
Jon Ryan,P,1500000,1.01,2015,Seattle Seahawks
Tarvaris Jackson,QB,1500000,1.01,2015,Seattle Seahawks
Paul Richardson,WR,1499538,0.89,2017,Seattle Seahawks
Jeron Johnson,SS,1453125,1.07,2014,Seattle Seahawks
D.J. Fluker,G,1406250,0.79,2018,Seattle Seahawks
Ethan Pocic,G,1402873,0.7,2020,Seattle Seahawks
Jon Ryan,P,1400000,1.03,2014,Seattle Seahawks
Akeem King,CB,1353125,0.69,2019,Seattle Seahawks
Anthony McCoy,TE,1350000,0.99,2014,Seattle Seahawks
Mike Davis,RB,1337500,0.75,2018,Seattle Seahawks
Jarran Reed,DT,1333536,0.75,2018,Seattle Seahawks
Neiko Thorpe,CB,1287500,0.76,2017,Seattle Seahawks
Paul Richardson,WR,1285319,0.83,2016,Seattle Seahawks
Tarvaris Jackson,QB,1250000,0.92,2014,Seattle Seahawks
Deshawn Shead,FS,1200000,0.71,2017,Seattle Seahawks
Frank Clark,DE,1187526,0.67,2018,Seattle Seahawks
Bobby Wagner,ILB,1174854,0.86,2014,Seattle Seahawks
Jarran Reed,DT,1161642,0.59,2019,Seattle Seahawks
Marquise Blair,S,1133936,0.58,2019,Seattle Seahawks
Jarran Reed,DT,1111280,0.66,2017,Seattle Seahawks
Nick Bellore,FB,1050000,0.53,2020,Seattle Seahawks
D.K. Metcalf,WR,1042284,0.52,2020,Seattle Seahawks
Tyler Ott,LS,1035000,0.52,2020,Seattle Seahawks
Blair Walsh,K,1034375,0.61,2017,Seattle Seahawks
Frank Clark,DE,1017880,0.6,2017,Seattle Seahawks
Ethan Pocic,G,1002052,0.56,2018,Seattle Seahawks
Michael Morgan,OLB,1000000,0.65,2016,Seattle Seahawks
David Moore,WR,1000000,0.5,2020,Seattle Seahawks
Michael Morgan,OLB,1000000,0.67,2015,Seattle Seahawks
Bradley Sowell,LT,1000000,0.65,2016,Seattle Seahawks
Marcus Smith,DE,990000,0.59,2017,Seattle Seahawks
Justin Britt,C,942800,0.61,2016,Seattle Seahawks
Will Dissly,TE,912567,0.46,2020,Seattle Seahawks
Cody Barton,ILB,896031,0.45,2020,Seattle Seahawks
Tyler Lockett,WR,891687,0.53,2017,Seattle Seahawks
Damien Lewis,G,891298,0.45,2020,Seattle Seahawks
Jarran Reed,DT,889024,0.58,2016,Seattle Seahawks
Clint Gresham,LS,887500,0.65,2014,Seattle Seahawks
Geno Smith,QB,887500,0.44,2020,Seattle Seahawks
Tyler Ott,LS,875000,0.44,2019,Seattle Seahawks
Rasheem Green,DE,872256,0.44,2020,Seattle Seahawks
Shaquill Griffin,CB,869655,0.44,2019,Seattle Seahawks
Rasheem Green,DE,867139,0.44,2019,Seattle Seahawks
Delano Hill,S,859869,0.44,2019,Seattle Seahawks
Paul Richardson,WR,856879,0.63,2014,Seattle Seahawks
Matt Tobin,G,850000,0.5,2017,Seattle Seahawks
Frank Clark,DE,848233,0.55,2016,Seattle Seahawks
Clint Gresham,LS,845000,0.57,2015,Seattle Seahawks
Ugo Amadi,CB,836299,0.42,2020,Seattle Seahawks
D.K. Metcalf,WR,833827,0.42,2019,Seattle Seahawks
Michael Dickson,P,822537,0.41,2020,Seattle Seahawks
Russell Wilson,QB,817302,0.6,2014,Seattle Seahawks
Nick Vannett,TE,816220,0.46,2018,Seattle Seahawks
Ethan Pocic,T,801642,0.47,2017,Seattle Seahawks
Justin Britt,C,785666,0.53,2015,Seattle Seahawks
Shaquill Griffin,CB,777655,0.44,2018,Seattle Seahawks
Christine Michael,RB,766916,0.56,2014,Seattle Seahawks
Ben Burr-Kirven,OLB,760403,0.38,2020,Seattle Seahawks
Nazair Jones,DT,754572,0.42,2018,Seattle Seahawks
Poona Ford,DT,752668,0.38,2020,Seattle Seahawks
Jordan Hill,DT,741035,0.5,2015,Seattle Seahawks
Tre Flowers,CB,736450,0.37,2020,Seattle Seahawks
DeeJay Dallas,RB,733600,0.37,2020,Seattle Seahawks
Nick Vannett,TE,726220,0.43,2017,Seattle Seahawks
Kelcie McCray,SS,725000,0.47,2016,Seattle Seahawks
Tedric Thompson,FS,723001,0.41,2018,Seattle Seahawks
Joey Hunt,C,720000,0.37,2019,Seattle Seahawks
Branden Jackson,DE,720000,0.37,2019,Seattle Seahawks
Cassius Marsh,OLB,717563,0.46,2016,Seattle Seahawks
Cody Barton,LB,716031,0.36,2019,Seattle Seahawks
Rasheem Green,DE,708139,0.4,2018,Seattle Seahawks
Brett Hundley,QB,705000,0.4,2018,Seattle Seahawks
Alton Robinson,DE,697837,0.35,2020,Seattle Seahawks
Kevin Pierre-Louis,OLB,696413,0.45,2016,Seattle Seahawks
Austin Davis,QB,695000,0.41,2017,Seattle Seahawks
Terence Garvin,ILB,695000,0.41,2017,Seattle Seahawks
Jeremy Lane,CB,691279,0.47,2015,Seattle Seahawks
Colby Parkinson,TE,691136,0.35,2020,Seattle Seahawks
Robert Turbin,RB,684114,0.5,2014,Seattle Seahawks
Frank Clark,DE,678586,0.46,2015,Seattle Seahawks
Brandon Williams,TE,675000,0.44,2016,Seattle Seahawks
Jordan Simmons,G,675000,0.34,2020,Seattle Seahawks
Demarcus Dobbs,DE,673412,0.5,2014,Seattle Seahawks
Byron Maxwell,CB,673363,0.5,2014,Seattle Seahawks
Demarcus Dobbs,DE,665000,0.45,2015,Seattle Seahawks
Will Tukuafu,FB,665000,0.45,2015,Seattle Seahawks
Kyle Fuller,G,661770,0.33,2020,Seattle Seahawks
Deshawn Shead,FS,660000,0.45,2015,Seattle Seahawks
Malcolm Smith,OLB,656475,0.48,2014,Seattle Seahawks
Ugo Amadi,CB,656299,0.33,2019,Seattle Seahawks
Shaquill Griffin,CB,654655,0.39,2017,Seattle Seahawks
Jordan Hill,DT,651035,0.48,2014,Seattle Seahawks
Shaquem Griffin,OLB,649404,0.33,2019,Seattle Seahawks
Delano Hill,S,646869,0.38,2017,Seattle Seahawks
Michael Morgan,OLB,645000,0.47,2014,Seattle Seahawks
Geno Smith,QB,645000,0.33,2019,Seattle Seahawks
David Moore,WR,645000,0.33,2019,Seattle Seahawks
Tre Flowers,CB,644682,0.33,2019,Seattle Seahawks
Michael Dickson,P,642537,0.33,2019,Seattle Seahawks
Freddie Swain,WR,642353,0.32,2020,Seattle Seahawks
Amara Darboh,WR,641572,0.38,2017,Seattle Seahawks
George Fant,RT,636668,0.36,2018,Seattle Seahawks
Neiko Thorpe,CB,635294,0.41,2016,Seattle Seahawks
Tedric Thompson,S,633001,0.37,2017,Seattle Seahawks
Tyler Lockett,WR,631687,0.43,2015,Seattle Seahawks
J.D. McKissic,RB,630000,0.35,2018,Seattle Seahawks
Quinton Jefferson,DE,630000,0.35,2018,Seattle Seahawks
Tre Madden,FB,630000,0.35,2018,Seattle Seahawks
Joey Hunt,C,630000,0.35,2018,Seattle Seahawks
Tyler Ott,LS,630000,0.35,2018,Seattle Seahawks
Luke Willson,TE,629633,0.42,2015,Seattle Seahawks
Justin Britt,C,628533,0.46,2014,Seattle Seahawks
Cassius Marsh,OLB,627563,0.42,2015,Seattle Seahawks
C.J. Prosise,RB,623116,0.4,2016,Seattle Seahawks
Thomas Rawls,RB,620000,0.37,2017,Seattle Seahawks
Shaquem Griffin,LB,617647,0.31,2020,Seattle Seahawks
Justin Coleman,CB,615000,0.36,2017,Seattle Seahawks
Fred Jackson,RB,615000,0.41,2015,Seattle Seahawks
D.J. Alexander,ILB,615000,0.36,2017,Seattle Seahawks
Nick Vannett,TE,614220,0.4,2016,Seattle Seahawks
Mark Glowinski,G,611423,0.4,2016,Seattle Seahawks
Rees Odhiambo,T,611355,0.4,2016,Seattle Seahawks
Kevin Pierre-Louis,OLB,606413,0.41,2015,Seattle Seahawks
Phil Haynes,G,605776,0.31,2019,Seattle Seahawks
Garry Gilliam,RT,604000,0.39,2016,Seattle Seahawks
Jeremy Lane,CB,601279,0.44,2014,Seattle Seahawks
Brock Coyle,ILB,601000,0.39,2016,Seattle Seahawks
Steven Terrell,CB,600000,0.39,2016,Seattle Seahawks
Dewey McDonald,OLB,600000,0.39,2016,Seattle Seahawks
Deshawn Shead,FS,600000,0.39,2016,Seattle Seahawks
Tony McDaniel,DT,600000,0.39,2016,Seattle Seahawks
Linden Stephens,CB,595588,0.3,2020,Seattle Seahawks
Damarious Randall,FS,588823,0.29,2020,Seattle Seahawks
Alvin Bailey,G,587000,0.4,2015,Seattle Seahawks
Bryan Mone,DT,586766,0.29,2020,Seattle Seahawks
Kelcie McCray,SS,585000,0.39,2015,Seattle Seahawks
Patrick Lewis,C,585000,0.39,2015,Seattle Seahawks
Derrick Coleman,FB,585000,0.39,2015,Seattle Seahawks
J.R. Sweezy,G,584212,0.43,2014,Seattle Seahawks
D.J. Reed,CB,582355,0.29,2020,Seattle Seahawks
Ben Burr-Kirven,LB,580403,0.29,2019,Seattle Seahawks
Poona Ford,DT,572666,0.29,2019,Seattle Seahawks
Christopher Carson,RB,571282,0.32,2018,Seattle Seahawks
O'Brien Schofield,OLB,570000,0.42,2014,Seattle Seahawks
Jermaine Kearse,WR,570000,0.42,2014,Seattle Seahawks
Ricardo Lockette,WR,570000,0.42,2014,Seattle Seahawks
Deshawn Shead,FS,570000,0.42,2014,Seattle Seahawks
Malik Turner,WR,570000,0.29,2019,Seattle Seahawks
Shaquem Griffin,OLB,559404,0.31,2018,Seattle Seahawks
Jamarco Jones,LT,556250,0.28,2019,Seattle Seahawks
Ryan Neal,CB,555882,0.28,2020,Seattle Seahawks
Akeem King,SS,555000,0.31,2018,Seattle Seahawks
David Moore,WR,555000,0.31,2018,Seattle Seahawks
Tre Flowers,CB,554682,0.31,2018,Seattle Seahawks
Michael Dickson,P,552537,0.31,2018,Seattle Seahawks
Tharold Simon,CB,546725,0.4,2014,Seattle Seahawks
Tyler Ott,LS,540000,0.32,2017,Seattle Seahawks
J.D. McKissic,RB,540000,0.32,2017,Seattle Seahawks
Tanner McEvoy,S,540000,0.32,2017,Seattle Seahawks
Luke Willson,TE,539633,0.4,2014,Seattle Seahawks
Luke Willson,TE,531176,0.27,2019,Seattle Seahawks
Travis Homer,RB,530704,0.27,2019,Seattle Seahawks
Thomas Rawls,RB,530000,0.34,2016,Seattle Seahawks
Kevin Norwood,WR,525027,0.39,2014,Seattle Seahawks
Shalom Luani,S,522352,0.29,2018,Seattle Seahawks
Mark Glowinski,G,521423,0.35,2015,Seattle Seahawks
Jake Martin,DE,520509,0.29,2018,Seattle Seahawks
Branden Jackson,DE,518826,0.29,2018,Seattle Seahawks
Steve Schilling,G,517000,0.38,2014,Seattle Seahawks
John Ursua,WR,515590,0.26,2019,Seattle Seahawks
Garry Gilliam,RT,514000,0.35,2015,Seattle Seahawks
Brock Coyle,ILB,511000,0.34,2015,Seattle Seahawks
Marcus Burley,CB,510000,0.34,2015,Seattle Seahawks
Steven Terrell,CB,510000,0.34,2015,Seattle Seahawks
Cooper Helfet,TE,510000,0.34,2015,Seattle Seahawks
Alvin Bailey,G,497000,0.37,2014,Seattle Seahawks
Alex Collins,RB,496096,0.32,2016,Seattle Seahawks
B.J. Daniels,WR,495000,0.36,2014,Seattle Seahawks
Derrick Coleman,FB,495000,0.36,2014,Seattle Seahawks
Damontre Moore,DE,485298,0.24,2020,Seattle Seahawks
Poona Ford,DT,482666,0.27,2018,Seattle Seahawks
Maurice Alexander,SS,481765,0.27,2018,Seattle Seahawks
Austin Calitro,ILB,480000,0.27,2018,Seattle Seahawks
Tye Smith,CB,476563,0.32,2015,Seattle Seahawks
Joey Hunt,C,475089,0.31,2016,Seattle Seahawks
Jordan Roos,G,471666,0.28,2017,Seattle Seahawks
Cassius Marsh,OLB,461857,0.34,2014,Seattle Seahawks
Kristjan Sokoli,G,457621,0.31,2015,Seattle Seahawks
George Fant,T,456666,0.3,2016,Seattle Seahawks
Tharold Simon,CB,455489,0.31,2015,Seattle Seahawks
Jacob Hollister,TE,455294,0.23,2019,Seattle Seahawks
Trevone Boykin,QB,455000,0.29,2016,Seattle Seahawks
DeAndre Elliot,CB,453333,0.29,2016,Seattle Seahawks
Tanner McEvoy,S,450000,0.29,2016,Seattle Seahawks
Garry Gilliam,RT,424000,0.31,2014,Seattle Seahawks
Brock Coyle,ILB,421000,0.31,2014,Seattle Seahawks
Marcus Burley,CB,420000,0.31,2014,Seattle Seahawks
Cooper Helfet,TE,420000,0.31,2014,Seattle Seahawks
Quinton Jefferson,DE,412941,0.24,2017,Seattle Seahawks
Branden Jackson,DE,412941,0.24,2017,Seattle Seahawks
Kevin Pierre-Louis,OLB,399413,0.29,2014,Seattle Seahawks
Lemuel Jeanpierre,C,378529,0.26,2015,Seattle Seahawks
Byron Maxwell,CB,370588,0.22,2017,Seattle Seahawks
Greg Scruggs,DE,368823,0.27,2014,Seattle Seahawks
Dion Jordan,DE,365976,0.22,2017,Seattle Seahawks
Patrick Lewis,C,349411,0.26,2014,Seattle Seahawks
Will Tukuafu,FB,341470,0.25,2014,Seattle Seahawks
Mohammed Seisay,CB,333000,0.22,2015,Seattle Seahawks
John Jenkins,DE,317647,0.21,2016,Seattle Seahawks
Tony Moeaki,TE,303529,0.22,2014,Seattle Seahawks
Jordan Roos,G,301764,0.15,2019,Seattle Seahawks
Kalan Reed,CB,296472,0.17,2018,Seattle Seahawks
Bryan Walters,WR,268235,0.2,2014,Seattle Seahawks
Mike Davis,RB,253235,0.15,2017,Seattle Seahawks
Marcel Reece,FB,208235,0.13,2016,Seattle Seahawks
Chad Wheeler,RT,194117,0.1,2020,Seattle Seahawks
Kevin Smith,WR,179117,0.12,2015,Seattle Seahawks
Eric Pinkins,SS,179117,0.12,2015,Seattle Seahawks
Jeron Johnson,SS,178823,0.12,2016,Seattle Seahawks
Tyrone Swoopes,TE,174705,0.09,2019,Seattle Seahawks
David Moore,WR,164118,0.1,2017,Seattle Seahawks
A.J. Francis,DE,150000,0.1,2015,Seattle Seahawks
Chase Coffman,TE,131470,0.09,2015,Seattle Seahawks
Joey Hunt,C,127058,0.08,2017,Seattle Seahawks
Josh Gordon,WR,120495,0.06,2020,Seattle Seahawks
Bryce Brown,RB,116470,0.08,2015,Seattle Seahawks
Dekoda Watson,OLB,109411,0.06,2019,Seattle Seahawks
Christine Michael,RB,103235,0.07,2015,Seattle Seahawks
Ryan Neal,FS,100588,0.05,2019,Seattle Seahawks
Chris Matthews,WR,98823,0.07,2014,Seattle Seahawks
Garrison Smith,DE,95294,0.06,2017,Seattle Seahawks
Paul Dawson,OLB,95294,0.06,2017,Seattle Seahawks
Ronald Powell,OLB,92647,0.06,2016,Seattle Seahawks
Emmanuel Ellerbee,LB,84705,0.05,2018,Seattle Seahawks
Michael Tyson,CB,82059,0.05,2017,Seattle Seahawks
David King,DE,74118,0.05,2014,Seattle Seahawks
Terrence Magee,RT,61764,0.04,2016,Seattle Seahawks
Keavon Milton,T,58235,0.04,2014,Seattle Seahawks
Bryan Mone,DT,58235,0.03,2019,Seattle Seahawks
Bo Scarbrough,RB,56470,0.03,2018,Seattle Seahawks
Elijah Nkansah,T,56470,0.03,2018,Seattle Seahawks
Robert Turbin,RB,54705,0.03,2019,Seattle Seahawks
J.D. McKissic,RB,52940,0.03,2016,Seattle Seahawks
Kasen Williams,WR,51176,0.03,2015,Seattle Seahawks
Marshawn Lynch,RB,37941,0.02,2019,Seattle Seahawks
Tyrone Swoopes,TE,27353,0.02,2017,Seattle Seahawks
Kasen Williams,WR,26470,0.02,2016,Seattle Seahawks
Luke Willson,TE,0,0,2020,Seattle Seahawks
Landon Cohen,DT,0,0,2014,Seattle Seahawks
Malik Turner,WR,0,0,2018,Seattle Seahawks
Chris Long,DE,12900000,9.85,2014,St. Louis Rams
Chris Long,DE,12500000,8.88,2015,St. Louis Rams
James Laurinaitis,ILB,9650000,7.36,2014,St. Louis Rams
Jared Cook,TE,8300441,5.9,2015,St. Louis Rams
Jared Cook,TE,6098677,4.65,2014,St. Louis Rams
Kendall Langford,DE,6000000,4.58,2014,St. Louis Rams
Lance Kendricks,TE,5600000,3.98,2015,St. Louis Rams
Greg Robinson,LT,4837295,3.44,2015,St. Louis Rams
William Hayes,DE,4480000,3.18,2015,St. Louis Rams
Scott Wells,C,4340625,3.31,2014,St. Louis Rams
Kenny Britt,WR,4300000,3.06,2015,St. Louis Rams
James Laurinaitis,ILB,4275000,3.04,2015,St. Louis Rams
Nick Foles,QB,4042000,2.87,2015,St. Louis Rams
Rodger Saffold,G,4000000,3.05,2014,St. Louis Rams
Greg Robinson,LT,3869836,2.95,2014,St. Louis Rams
William Hayes,DE,3845000,2.93,2014,St. Louis Rams
Tavon Austin,WR,3477546,2.47,2015,St. Louis Rams
Michael Brockers,DT,3029727,2.15,2015,St. Louis Rams
Robert Quinn,DE,3002357,2.29,2014,St. Louis Rams
Akeem Ayers,OLB,2921875,2.08,2015,St. Louis Rams
Tavon Austin,WR,2897955,2.21,2014,St. Louis Rams
Michael Brockers,DT,2596908,1.98,2014,St. Louis Rams
Todd Gurley,RB,2513306,1.79,2015,St. Louis Rams
Eugene Sims,DE,2391686,1.7,2015,St. Louis Rams
Johnny Hekker,P,2373773,1.69,2015,St. Louis Rams
Mark Barron,ILB,2362704,1.68,2015,St. Louis Rams
Rodney McLeod,FS,2356000,1.67,2015,St. Louis Rams
Aaron Donald,DT,2303750,1.64,2015,St. Louis Rams
Aaron Donald,DT,1843000,1.41,2014,St. Louis Rams
Davin Joseph,G,1750000,1.34,2014,St. Louis Rams
Shaun Hill,QB,1750000,1.34,2014,St. Louis Rams
Brian Quick,WR,1713918,1.22,2015,St. Louis Rams
Trumaine Johnson,CB,1709794,1.22,2015,St. Louis Rams
Alec Ogletree,OLB,1597735,1.22,2014,St. Louis Rams
Janoris Jenkins,CB,1587829,1.13,2015,St. Louis Rams
Cory Harkey,FB,1542000,1.1,2015,St. Louis Rams
Alex Carrington,DT,1500000,1.14,2014,St. Louis Rams
Kenny Britt,WR,1375000,1.05,2014,St. Louis Rams
Janoris Jenkins,CB,1360995,1.04,2014,St. Louis Rams
Lance Kendricks,TE,1344614,1.03,2014,St. Louis Rams
Eugene Sims,DE,1216684,0.93,2014,St. Louis Rams
LaMarcus Joyner,FS,1143223,0.81,2015,St. Louis Rams
Garrett Reynolds,G,999999,0.71,2015,St. Louis Rams
LaMarcus Joyner,CB,914578,0.7,2014,St. Louis Rams
Mark Barron,OLB,902646,0.69,2014,St. Louis Rams
JoLonn Dunbar,OLB,879978,0.67,2014,St. Louis Rams
Jake McQuaide,LS,850000,0.6,2015,St. Louis Rams
Trumaine Johnson,CB,823794,0.63,2014,St. Louis Rams
Jake McQuaide,LS,745000,0.57,2014,St. Louis Rams
Johnny Hekker,P,724885,0.55,2014,St. Louis Rams
Greg Zuerlein,K,723307,0.51,2015,St. Louis Rams
Rob Havenstein,G,721822,0.51,2015,St. Louis Rams
Tim Barnes,C,710017,0.5,2015,St. Louis Rams
Chris Givens,WR,694257,0.53,2014,St. Louis Rams
Tre Mason,RB,689410,0.49,2015,St. Louis Rams
T.J. McDonald,SS,680815,0.52,2014,St. Louis Rams
Michael Person,C,645000,0.49,2014,St. Louis Rams
Joe Barksdale,RT,645000,0.49,2014,St. Louis Rams
Maurice Alexander,SS,626065,0.45,2015,St. Louis Rams
Greg Zuerlein,K,617756,0.47,2014,St. Louis Rams
Barrett Jones,G,606300,0.46,2014,St. Louis Rams
Sean Mannion,QB,591449,0.42,2015,St. Louis Rams
Benny Cunningham,RB,588334,0.42,2015,St. Louis Rams
Case Keenum,QB,585000,0.42,2015,St. Louis Rams
Chase Reynolds,RB,585000,0.42,2015,St. Louis Rams
Cody Davis,FS,585000,0.42,2015,St. Louis Rams
Daren Bates,ILB,585000,0.42,2015,St. Louis Rams
